project_id,project_name,construct_id,construct_identifier,spec_id,spec_name,task,model,score,prompt_id,metric_name,metric_measurements,metric_count
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,97ab3b7b-25c1-49eb-aebb-51764115ae2d,ggml.c:3289-3325,a7c39683-1b1e-485e-8574-369bf9c88f03,gpt-4-o-88f03,Performance,gpt-41,0.0,acd8e185-a9d2-4cb7-a219-71158c0f122a,llm_score,0.0,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,97ab3b7b-25c1-49eb-aebb-51764115ae2d,ggml.c:3289-3325,a7c39683-1b1e-485e-8574-369bf9c88f03,gpt-4-o-88f03,Performance,claude-v37-sonnet,1.5,acd8e185-a9d2-4cb7-a219-71158c0f122a,llm_score,1.5,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,97ab3b7b-25c1-49eb-aebb-51764115ae2d,ggml.c:3289-3325,a7c39683-1b1e-485e-8574-369bf9c88f03,gpt-4-o-88f03,Performance,gemini-v25-pro,-1.5,acd8e185-a9d2-4cb7-a219-71158c0f122a,llm_score,-1.5,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,97ab3b7b-25c1-49eb-aebb-51764115ae2d,ggml.c:3289-3325,a7c39683-1b1e-485e-8574-369bf9c88f03,gpt-4-o-88f03,Quality,claude-v37-sonnet,1.5,5d45ab71-6ae3-454f-b2c8-215fd636ce42,llm_score,1.5,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,97ab3b7b-25c1-49eb-aebb-51764115ae2d,ggml.c:3289-3325,a7c39683-1b1e-485e-8574-369bf9c88f03,gpt-4-o-88f03,Quality,gpt-41,2.0,5d45ab71-6ae3-454f-b2c8-215fd636ce42,llm_score,2.0,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,97ab3b7b-25c1-49eb-aebb-51764115ae2d,ggml.c:3289-3325,a7c39683-1b1e-485e-8574-369bf9c88f03,gpt-4-o-88f03,Quality,gemini-v25-pro,2.0,5d45ab71-6ae3-454f-b2c8-215fd636ce42,llm_score,2.0,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,97ab3b7b-25c1-49eb-aebb-51764115ae2d,ggml.c:3289-3325,3b9bca93-3610-4d38-b966-3a935ed1dd45,gpt-4-o-1dd45,Performance,gpt-41,0.0,acd8e185-a9d2-4cb7-a219-71158c0f122a,llm_score,0.0,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,97ab3b7b-25c1-49eb-aebb-51764115ae2d,ggml.c:3289-3325,3b9bca93-3610-4d38-b966-3a935ed1dd45,gpt-4-o-1dd45,Performance,claude-v37-sonnet,1.0999999999999996,acd8e185-a9d2-4cb7-a219-71158c0f122a,llm_score,1.0999999999999996,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,97ab3b7b-25c1-49eb-aebb-51764115ae2d,ggml.c:3289-3325,3b9bca93-3610-4d38-b966-3a935ed1dd45,gpt-4-o-1dd45,Performance,gemini-v25-pro,-1.0,acd8e185-a9d2-4cb7-a219-71158c0f122a,llm_score,-1.0,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,97ab3b7b-25c1-49eb-aebb-51764115ae2d,ggml.c:3289-3325,3b9bca93-3610-4d38-b966-3a935ed1dd45,gpt-4-o-1dd45,Quality,gpt-41,2.0,5d45ab71-6ae3-454f-b2c8-215fd636ce42,llm_score,2.0,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,97ab3b7b-25c1-49eb-aebb-51764115ae2d,ggml.c:3289-3325,3b9bca93-3610-4d38-b966-3a935ed1dd45,gpt-4-o-1dd45,Quality,claude-v37-sonnet,1.0,5d45ab71-6ae3-454f-b2c8-215fd636ce42,llm_score,1.0,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,97ab3b7b-25c1-49eb-aebb-51764115ae2d,ggml.c:3289-3325,3b9bca93-3610-4d38-b966-3a935ed1dd45,gpt-4-o-1dd45,Quality,gemini-v25-pro,2.0,5d45ab71-6ae3-454f-b2c8-215fd636ce42,llm_score,2.0,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,97ab3b7b-25c1-49eb-aebb-51764115ae2d,ggml.c:3289-3325,b7425730-0122-46c6-a934-caefabfcd0fc,gpt-4-o-cd0fc,Performance,gpt-41,1.0,acd8e185-a9d2-4cb7-a219-71158c0f122a,llm_score,1.0,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,97ab3b7b-25c1-49eb-aebb-51764115ae2d,ggml.c:3289-3325,b7425730-0122-46c6-a934-caefabfcd0fc,gpt-4-o-cd0fc,Performance,claude-v37-sonnet,1.0,acd8e185-a9d2-4cb7-a219-71158c0f122a,llm_score,1.0,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,97ab3b7b-25c1-49eb-aebb-51764115ae2d,ggml.c:3289-3325,b7425730-0122-46c6-a934-caefabfcd0fc,gpt-4-o-cd0fc,Performance,gemini-v25-pro,1.0,acd8e185-a9d2-4cb7-a219-71158c0f122a,llm_score,1.0,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,97ab3b7b-25c1-49eb-aebb-51764115ae2d,ggml.c:3289-3325,b7425730-0122-46c6-a934-caefabfcd0fc,gpt-4-o-cd0fc,Quality,gpt-41,1.0,5d45ab71-6ae3-454f-b2c8-215fd636ce42,llm_score,1.0,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,97ab3b7b-25c1-49eb-aebb-51764115ae2d,ggml.c:3289-3325,b7425730-0122-46c6-a934-caefabfcd0fc,gpt-4-o-cd0fc,Quality,claude-v37-sonnet,0.7999999999999998,5d45ab71-6ae3-454f-b2c8-215fd636ce42,llm_score,0.7999999999999998,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,97ab3b7b-25c1-49eb-aebb-51764115ae2d,ggml.c:3289-3325,b7425730-0122-46c6-a934-caefabfcd0fc,gpt-4-o-cd0fc,Quality,gemini-v25-pro,-2.0,5d45ab71-6ae3-454f-b2c8-215fd636ce42,llm_score,-2.0,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,97ab3b7b-25c1-49eb-aebb-51764115ae2d,ggml.c:3289-3325,19f223b8-2bfb-46b6-a8e2-679d6761ce53,gpt-4-o-1ce53,Performance,gpt-41,0.0,acd8e185-a9d2-4cb7-a219-71158c0f122a,llm_score,0.0,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,97ab3b7b-25c1-49eb-aebb-51764115ae2d,ggml.c:3289-3325,19f223b8-2bfb-46b6-a8e2-679d6761ce53,gpt-4-o-1ce53,Performance,claude-v37-sonnet,1.5,acd8e185-a9d2-4cb7-a219-71158c0f122a,llm_score,1.5,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,97ab3b7b-25c1-49eb-aebb-51764115ae2d,ggml.c:3289-3325,19f223b8-2bfb-46b6-a8e2-679d6761ce53,gpt-4-o-1ce53,Performance,gemini-v25-pro,2.0,acd8e185-a9d2-4cb7-a219-71158c0f122a,llm_score,2.0,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,97ab3b7b-25c1-49eb-aebb-51764115ae2d,ggml.c:3289-3325,19f223b8-2bfb-46b6-a8e2-679d6761ce53,gpt-4-o-1ce53,Quality,gpt-41,2.0,5d45ab71-6ae3-454f-b2c8-215fd636ce42,llm_score,2.0,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,97ab3b7b-25c1-49eb-aebb-51764115ae2d,ggml.c:3289-3325,19f223b8-2bfb-46b6-a8e2-679d6761ce53,gpt-4-o-1ce53,Quality,claude-v37-sonnet,0.5,5d45ab71-6ae3-454f-b2c8-215fd636ce42,llm_score,0.5,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,97ab3b7b-25c1-49eb-aebb-51764115ae2d,ggml.c:3289-3325,19f223b8-2bfb-46b6-a8e2-679d6761ce53,gpt-4-o-1ce53,Quality,gemini-v25-pro,2.0,5d45ab71-6ae3-454f-b2c8-215fd636ce42,llm_score,2.0,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,a708e396-2e2a-431c-96cc-ec714254ced1,ggml.c:2286-2326,e9116680-8fa1-4354-8fff-49aaa528e1e9,gpt-4-o-8e1e9,Performance,claude-v37-sonnet,0.5,acd8e185-a9d2-4cb7-a219-71158c0f122a,llm_score,0.5,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,a708e396-2e2a-431c-96cc-ec714254ced1,ggml.c:2286-2326,e9116680-8fa1-4354-8fff-49aaa528e1e9,gpt-4-o-8e1e9,Performance,gemini-v25-pro,1.0,acd8e185-a9d2-4cb7-a219-71158c0f122a,llm_score,1.0,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,a708e396-2e2a-431c-96cc-ec714254ced1,ggml.c:2286-2326,e9116680-8fa1-4354-8fff-49aaa528e1e9,gpt-4-o-8e1e9,Performance,gpt-41,0.0,acd8e185-a9d2-4cb7-a219-71158c0f122a,llm_score,0.0,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,a708e396-2e2a-431c-96cc-ec714254ced1,ggml.c:2286-2326,e9116680-8fa1-4354-8fff-49aaa528e1e9,gpt-4-o-8e1e9,Quality,gpt-41,2.0,5d45ab71-6ae3-454f-b2c8-215fd636ce42,llm_score,2.0,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,a708e396-2e2a-431c-96cc-ec714254ced1,ggml.c:2286-2326,e9116680-8fa1-4354-8fff-49aaa528e1e9,gpt-4-o-8e1e9,Quality,claude-v37-sonnet,1.0,5d45ab71-6ae3-454f-b2c8-215fd636ce42,llm_score,1.0,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,a708e396-2e2a-431c-96cc-ec714254ced1,ggml.c:2286-2326,e9116680-8fa1-4354-8fff-49aaa528e1e9,gpt-4-o-8e1e9,Quality,gemini-v25-pro,2.0,5d45ab71-6ae3-454f-b2c8-215fd636ce42,llm_score,2.0,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,a708e396-2e2a-431c-96cc-ec714254ced1,ggml.c:2286-2326,6846bae5-ec49-467a-8580-2713fba04f53,gpt-4-o-04f53,Performance,gpt-41,0.0,acd8e185-a9d2-4cb7-a219-71158c0f122a,llm_score,0.0,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,a708e396-2e2a-431c-96cc-ec714254ced1,ggml.c:2286-2326,6846bae5-ec49-467a-8580-2713fba04f53,gpt-4-o-04f53,Performance,claude-v37-sonnet,0.5,acd8e185-a9d2-4cb7-a219-71158c0f122a,llm_score,0.5,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,a708e396-2e2a-431c-96cc-ec714254ced1,ggml.c:2286-2326,6846bae5-ec49-467a-8580-2713fba04f53,gpt-4-o-04f53,Performance,gemini-v25-pro,0.0,acd8e185-a9d2-4cb7-a219-71158c0f122a,llm_score,0.0,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,a708e396-2e2a-431c-96cc-ec714254ced1,ggml.c:2286-2326,6846bae5-ec49-467a-8580-2713fba04f53,gpt-4-o-04f53,Quality,gpt-41,2.0,5d45ab71-6ae3-454f-b2c8-215fd636ce42,llm_score,2.0,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,a708e396-2e2a-431c-96cc-ec714254ced1,ggml.c:2286-2326,6846bae5-ec49-467a-8580-2713fba04f53,gpt-4-o-04f53,Quality,claude-v37-sonnet,1.2000000000000002,5d45ab71-6ae3-454f-b2c8-215fd636ce42,llm_score,1.2000000000000002,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,a708e396-2e2a-431c-96cc-ec714254ced1,ggml.c:2286-2326,6846bae5-ec49-467a-8580-2713fba04f53,gpt-4-o-04f53,Quality,gemini-v25-pro,2.0,5d45ab71-6ae3-454f-b2c8-215fd636ce42,llm_score,2.0,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,a708e396-2e2a-431c-96cc-ec714254ced1,ggml.c:2286-2326,4deacc93-998d-4955-8980-b8b52918f024,gpt-4-o-8f024,Performance,gpt-41,0.0,acd8e185-a9d2-4cb7-a219-71158c0f122a,llm_score,0.0,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,a708e396-2e2a-431c-96cc-ec714254ced1,ggml.c:2286-2326,4deacc93-998d-4955-8980-b8b52918f024,gpt-4-o-8f024,Performance,claude-v37-sonnet,1.5,acd8e185-a9d2-4cb7-a219-71158c0f122a,llm_score,1.5,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,a708e396-2e2a-431c-96cc-ec714254ced1,ggml.c:2286-2326,4deacc93-998d-4955-8980-b8b52918f024,gpt-4-o-8f024,Performance,gemini-v25-pro,1.0,acd8e185-a9d2-4cb7-a219-71158c0f122a,llm_score,1.0,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,a708e396-2e2a-431c-96cc-ec714254ced1,ggml.c:2286-2326,4deacc93-998d-4955-8980-b8b52918f024,gpt-4-o-8f024,Quality,gpt-41,1.0,5d45ab71-6ae3-454f-b2c8-215fd636ce42,llm_score,1.0,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,a708e396-2e2a-431c-96cc-ec714254ced1,ggml.c:2286-2326,4deacc93-998d-4955-8980-b8b52918f024,gpt-4-o-8f024,Quality,claude-v37-sonnet,1.5,5d45ab71-6ae3-454f-b2c8-215fd636ce42,llm_score,1.5,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,a708e396-2e2a-431c-96cc-ec714254ced1,ggml.c:2286-2326,4deacc93-998d-4955-8980-b8b52918f024,gpt-4-o-8f024,Quality,gemini-v25-pro,2.0,5d45ab71-6ae3-454f-b2c8-215fd636ce42,llm_score,2.0,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,a708e396-2e2a-431c-96cc-ec714254ced1,ggml.c:2286-2326,689fb0c1-dd34-4676-a14e-eb6369edf2c2,gpt-4-o-df2c2,Performance,claude-v37-sonnet,1.2000000000000002,acd8e185-a9d2-4cb7-a219-71158c0f122a,llm_score,1.2000000000000002,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,a708e396-2e2a-431c-96cc-ec714254ced1,ggml.c:2286-2326,689fb0c1-dd34-4676-a14e-eb6369edf2c2,gpt-4-o-df2c2,Performance,gemini-v25-pro,1.0,acd8e185-a9d2-4cb7-a219-71158c0f122a,llm_score,1.0,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,a708e396-2e2a-431c-96cc-ec714254ced1,ggml.c:2286-2326,689fb0c1-dd34-4676-a14e-eb6369edf2c2,gpt-4-o-df2c2,Performance,gpt-41,0.0,acd8e185-a9d2-4cb7-a219-71158c0f122a,llm_score,0.0,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,a708e396-2e2a-431c-96cc-ec714254ced1,ggml.c:2286-2326,689fb0c1-dd34-4676-a14e-eb6369edf2c2,gpt-4-o-df2c2,Quality,gpt-41,2.0,5d45ab71-6ae3-454f-b2c8-215fd636ce42,llm_score,2.0,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,a708e396-2e2a-431c-96cc-ec714254ced1,ggml.c:2286-2326,689fb0c1-dd34-4676-a14e-eb6369edf2c2,gpt-4-o-df2c2,Quality,claude-v37-sonnet,1.5,5d45ab71-6ae3-454f-b2c8-215fd636ce42,llm_score,1.5,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,a708e396-2e2a-431c-96cc-ec714254ced1,ggml.c:2286-2326,689fb0c1-dd34-4676-a14e-eb6369edf2c2,gpt-4-o-df2c2,Quality,gemini-v25-pro,2.0,5d45ab71-6ae3-454f-b2c8-215fd636ce42,llm_score,2.0,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,0f482d67-7b12-41ce-b0ff-10c8e6399e51,ggml-bitnet-mad.cpp:94-363,ebc25756-37f0-458e-85e4-5344eb49caed,gpt-4-o-9caed,Performance,gpt-41,0.0,acd8e185-a9d2-4cb7-a219-71158c0f122a,llm_score,0.0,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,0f482d67-7b12-41ce-b0ff-10c8e6399e51,ggml-bitnet-mad.cpp:94-363,ebc25756-37f0-458e-85e4-5344eb49caed,gpt-4-o-9caed,Performance,claude-v37-sonnet,0.0,acd8e185-a9d2-4cb7-a219-71158c0f122a,llm_score,0.0,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,0f482d67-7b12-41ce-b0ff-10c8e6399e51,ggml-bitnet-mad.cpp:94-363,ebc25756-37f0-458e-85e4-5344eb49caed,gpt-4-o-9caed,Performance,gemini-v25-pro,0.0,acd8e185-a9d2-4cb7-a219-71158c0f122a,llm_score,0.0,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,0f482d67-7b12-41ce-b0ff-10c8e6399e51,ggml-bitnet-mad.cpp:94-363,ebc25756-37f0-458e-85e4-5344eb49caed,gpt-4-o-9caed,Quality,gpt-41,1.5,5d45ab71-6ae3-454f-b2c8-215fd636ce42,llm_score,1.5,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,0f482d67-7b12-41ce-b0ff-10c8e6399e51,ggml-bitnet-mad.cpp:94-363,ebc25756-37f0-458e-85e4-5344eb49caed,gpt-4-o-9caed,Quality,claude-v37-sonnet,1.0,5d45ab71-6ae3-454f-b2c8-215fd636ce42,llm_score,1.0,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,0f482d67-7b12-41ce-b0ff-10c8e6399e51,ggml-bitnet-mad.cpp:94-363,ebc25756-37f0-458e-85e4-5344eb49caed,gpt-4-o-9caed,Quality,gemini-v25-pro,2.0,5d45ab71-6ae3-454f-b2c8-215fd636ce42,llm_score,2.0,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,0f482d67-7b12-41ce-b0ff-10c8e6399e51,ggml-bitnet-mad.cpp:94-363,d533bbb8-a001-44ce-87d3-347cae79e20e,gpt-4-o-9e20e,Performance,claude-v37-sonnet,0.0,acd8e185-a9d2-4cb7-a219-71158c0f122a,llm_score,0.0,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,0f482d67-7b12-41ce-b0ff-10c8e6399e51,ggml-bitnet-mad.cpp:94-363,d533bbb8-a001-44ce-87d3-347cae79e20e,gpt-4-o-9e20e,Performance,gemini-v25-pro,0.0,acd8e185-a9d2-4cb7-a219-71158c0f122a,llm_score,0.0,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,0f482d67-7b12-41ce-b0ff-10c8e6399e51,ggml-bitnet-mad.cpp:94-363,d533bbb8-a001-44ce-87d3-347cae79e20e,gpt-4-o-9e20e,Performance,gpt-41,0.0,acd8e185-a9d2-4cb7-a219-71158c0f122a,llm_score,0.0,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,0f482d67-7b12-41ce-b0ff-10c8e6399e51,ggml-bitnet-mad.cpp:94-363,d533bbb8-a001-44ce-87d3-347cae79e20e,gpt-4-o-9e20e,Quality,claude-v37-sonnet,1.2000000000000002,5d45ab71-6ae3-454f-b2c8-215fd636ce42,llm_score,1.2000000000000002,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,0f482d67-7b12-41ce-b0ff-10c8e6399e51,ggml-bitnet-mad.cpp:94-363,d533bbb8-a001-44ce-87d3-347cae79e20e,gpt-4-o-9e20e,Quality,gpt-41,1.5,5d45ab71-6ae3-454f-b2c8-215fd636ce42,llm_score,1.5,1
